"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"13","0.041878","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1803, FN=0, Flags=.p....F.C"
"15","0.044584","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","142","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1518, FN=0, Flags=.p....F.C"
"34","0.118060","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-38 dBm","-87 dBm","49 dB","144.444","QoS Data, SN=1804, FN=0, Flags=.p..R.F.C"
"48","0.150731","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1805, FN=0, Flags=.p....F.C"
"60","0.246898","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1806, FN=0, Flags=.p....F.C"
"90","0.361089","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","144.444","QoS Data, SN=1807, FN=0, Flags=.p....F.C"
"104","0.472184","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","144.444","QoS Data, SN=1808, FN=0, Flags=.p....F.C"
"131","0.580995","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","144.444","QoS Data, SN=1809, FN=0, Flags=.p....F.C"
"146","0.660758","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1810, FN=0, Flags=.p....F.C"
"161","0.762787","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1811, FN=0, Flags=.p....F.C"
"177","0.859761","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1812, FN=0, Flags=.p....F.C"
"193","0.965592","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1813, FN=0, Flags=.p....F.C"
"207","1.064157","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","144.444","QoS Data, SN=1814, FN=0, Flags=.p....F.C"
"224","1.167054","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1815, FN=0, Flags=.p....F.C"
"252","1.260773","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1816, FN=0, Flags=.p....F.C"
"259","1.268886","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1817, FN=0, Flags=.p....F.C"
"274","1.373218","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1818, FN=0, Flags=.p....F.C"
"289","1.475879","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1819, FN=0, Flags=.p....F.C"
"302","1.581115","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","144.444","QoS Data, SN=1820, FN=0, Flags=.p....F.C"
"314","1.685156","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","144.444","QoS Data, SN=1821, FN=0, Flags=.p....F.C"
"328","1.782898","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","144.444","QoS Data, SN=1822, FN=0, Flags=.p....F.C"
"343","1.883107","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","144.444","QoS Data, SN=1823, FN=0, Flags=.p....F.C"
"356","1.990160","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","144.444","QoS Data, SN=1824, FN=0, Flags=.p....F.C"
"372","2.094230","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","144.444","QoS Data, SN=1825, FN=0, Flags=.p....F.C"
"382","2.197348","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","144.444","QoS Data, SN=1826, FN=0, Flags=.p....F.C"
"398","2.299783","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","144.444","QoS Data, SN=1827, FN=0, Flags=.p....F.C"
"418","2.446923","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-87 dBm","54 dB","86.6667","QoS Data, SN=1828, FN=0, Flags=.p..R.F.C"
