"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"17","0.059643","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-89 dBm","52 dB","86.6667","QoS Data, SN=495, FN=0, Flags=.p..R.F.C"
"45","0.153818","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-74 dBm","36 dB","144.444","QoS Data, SN=496, FN=0, Flags=.p....F.C"
"55","0.192731","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1193","-35 dBm","-74 dBm","39 dB","144.444","QoS Data, SN=497, FN=0, Flags=.p....F.C"
"70","0.242292","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-37 dBm","-74 dBm","37 dB","144.444","QoS Data, SN=498, FN=0, Flags=.p....F.C"
"84","0.260713","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-74 dBm","37 dB","86.6667","QoS Data, SN=499, FN=0, Flags=.p..R.F.C"
"118","0.361803","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-74 dBm","38 dB","144.444","QoS Data, SN=500, FN=0, Flags=.p....F.C"
"141","0.451173","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1193","-38 dBm","-74 dBm","36 dB","144.444","QoS Data, SN=501, FN=0, Flags=.p....F.C"
"149","0.458927","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-74 dBm","36 dB","144.444","QoS Data, SN=502, FN=0, Flags=.p....F.C"
"157","0.485723","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-38 dBm","-74 dBm","36 dB","144.444","QoS Data, SN=503, FN=0, Flags=.p....F.C"
"164","0.490204","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-38 dBm","-74 dBm","36 dB","144.444","QoS Data, SN=505, FN=0, Flags=.p..R.F.C"
"193","0.541443","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1265","-37 dBm","-74 dBm","37 dB","144.444","QoS Data, SN=509, FN=0, Flags=.p..R.F.C"
"208","0.562445","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-74 dBm","35 dB","144.444","QoS Data, SN=510, FN=0, Flags=.p....F.C"
"219","0.572533","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-39 dBm","-74 dBm","35 dB","86.6667","QoS Data, SN=511, FN=0, Flags=.p..R.F.C"
"224","0.577343","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-39 dBm","-74 dBm","35 dB","144.444","QoS Data, SN=512, FN=0, Flags=.p....F.C"
