"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"15","0.033245","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-89 dBm","47 dB","130","QoS Data, SN=1598, FN=0, Flags=.p....F.C"
"28","0.132264","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-89 dBm","51 dB","130","QoS Data, SN=1599, FN=0, Flags=.p....F.C"
"52","0.269919","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-89 dBm","52 dB","78","QoS Data, SN=1600, FN=0, Flags=.p..R.F.C"
"60","0.337709","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-89 dBm","52 dB","130","QoS Data, SN=1601, FN=0, Flags=.p....F.C"
"73","0.443931","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","130","QoS Data, SN=1602, FN=0, Flags=.p....F.C"
"93","0.577575","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-92 dBm","52 dB","130","QoS Data, SN=1603, FN=0, Flags=.p..R.F.C"
"107","0.650244","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","130","QoS Data, SN=1604, FN=0, Flags=.p....F.C"
"120","0.751773","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-92 dBm","56 dB","130","QoS Data, SN=1605, FN=0, Flags=.p..R.F.C"
"122","0.753294","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-92 dBm","56 dB","78","QoS Data, SN=1605, FN=0, Flags=.p..R.F.C"
"133","0.873685","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-92 dBm","56 dB","117","QoS Data, SN=1606, FN=0, Flags=.p....F.C"
"146","0.957604","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","117","QoS Data, SN=1607, FN=0, Flags=.p....F.C"
"163","1.123839","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-92 dBm","56 dB","117","QoS Data, SN=1608, FN=0, Flags=.p....F.C"
"173","1.187142","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-92 dBm","55 dB","117","QoS Data, SN=1609, FN=0, Flags=.p....F.C"
"195","1.262449","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-92 dBm","56 dB","117","QoS Data, SN=1610, FN=0, Flags=.p....F.C"
"213","1.364719","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","117","QoS Data, SN=1611, FN=0, Flags=.p....F.C"
"229","1.483924","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-92 dBm","52 dB","117","QoS Data, SN=1612, FN=0, Flags=.p....F.C"
"235","1.571439","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-92 dBm","55 dB","117","QoS Data, SN=1613, FN=0, Flags=.p....F.C"
"256","1.680395","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-92 dBm","52 dB","130","QoS Data, SN=1614, FN=0, Flags=.p....F.C"
"274","1.806567","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","130","QoS Data, SN=1615, FN=0, Flags=.p....F.C"
"285","1.873149","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","130","QoS Data, SN=1616, FN=0, Flags=.p..R.F.C"
"296","1.975633","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","130","QoS Data, SN=1617, FN=0, Flags=.p....F.C"
"310","2.081853","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","130","QoS Data, SN=1618, FN=0, Flags=.p....F.C"
"322","2.183847","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","130","QoS Data, SN=1619, FN=0, Flags=.p....F.C"
"338","2.290631","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","130","QoS Data, SN=1620, FN=0, Flags=.p..R.F.C"
"354","2.401057","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","130","QoS Data, SN=1621, FN=0, Flags=.p....F.C"
"378","2.556260","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","130","QoS Data, SN=1622, FN=0, Flags=.p....F.C"
"393","2.609161","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","130","QoS Data, SN=1623, FN=0, Flags=.p....F.C"
"409","2.748113","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","130","QoS Data, SN=1624, FN=0, Flags=.p....F.C"
"421","2.818787","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-92 dBm","58 dB","117","QoS Data, SN=1625, FN=0, Flags=.p....F.C"
"433","2.900745","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","117","QoS Data, SN=1626, FN=0, Flags=.p....F.C"
