"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"47","0.072072","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-84 dBm","42 dB","144.444","QoS Data, SN=2335, FN=0, Flags=.p....F.C"
"123","0.163486","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=2336, FN=0, Flags=.p....F.C"
"163","0.274915","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-84 dBm","50 dB","144.444","QoS Data, SN=2337, FN=0, Flags=.p..R.F.C"
"195","0.372354","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-84 dBm","49 dB","144.444","QoS Data, SN=2338, FN=0, Flags=.p....F.C"
"223","0.475762","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-84 dBm","48 dB","144.444","QoS Data, SN=2339, FN=0, Flags=.p....F.C"
"245","0.577276","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-84 dBm","47 dB","144.444","QoS Data, SN=2340, FN=0, Flags=.p....F.C"
"275","0.676954","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-84 dBm","47 dB","144.444","QoS Data, SN=2341, FN=0, Flags=.p....F.C"
"301","0.791857","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-84 dBm","48 dB","144.444","QoS Data, SN=2342, FN=0, Flags=.p....F.C"
"323","0.888772","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-84 dBm","47 dB","144.444","QoS Data, SN=2343, FN=0, Flags=.p....F.C"
"353","0.956065","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-38 dBm","-84 dBm","46 dB","144.444","QoS Data, SN=2344, FN=0, Flags=.p....F.C"
