"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"6","0.018236","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=913, FN=0, Flags=.p....F.C"
"13","0.120961","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","144.444","QoS Data, SN=914, FN=0, Flags=.p....F.C"
"42","0.240044","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","144.444","QoS Data, SN=915, FN=0, Flags=.p....F.C"
"49","0.333938","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-92 dBm","60 dB","144.444","QoS Data, SN=916, FN=0, Flags=.p....F.C"
"76","0.433433","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=917, FN=0, Flags=.p....F.C"
"108","0.535677","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=918, FN=0, Flags=.p....F.C"
"138","0.634677","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-92 dBm","56 dB","144.444","QoS Data, SN=919, FN=0, Flags=.p....F.C"
"170","0.738644","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=920, FN=0, Flags=.p....F.C"
"195","0.839530","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=921, FN=0, Flags=.p....F.C"
"209","0.952157","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=922, FN=0, Flags=.p....F.C"
"220","1.046874","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=923, FN=0, Flags=.p..R.F.C"
"230","1.152811","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=924, FN=0, Flags=.p....F.C"
"237","1.249485","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=925, FN=0, Flags=.p....F.C"
"245","1.354258","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=926, FN=0, Flags=.p....F.C"
"253","1.460299","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-92 dBm","61 dB","144.444","QoS Data, SN=927, FN=0, Flags=.p....F.C"
"276","1.608941","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-92 dBm","60 dB","144.444","QoS Data, SN=928, FN=0, Flags=.p....F.C"
"283","1.665642","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-92 dBm","58 dB","144.444","QoS Data, SN=929, FN=0, Flags=.p....F.C"
"291","1.771036","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-92 dBm","61 dB","144.444","QoS Data, SN=930, FN=0, Flags=.p....F.C"
"300","1.887030","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-92 dBm","58 dB","144.444","QoS Data, SN=931, FN=0, Flags=.p....F.C"
"308","1.972771","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=932, FN=0, Flags=.p....F.C"
"319","2.077697","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=933, FN=0, Flags=.p....F.C"
"326","2.179259","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=934, FN=0, Flags=.p....F.C"
"336","2.279511","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=935, FN=0, Flags=.p....F.C"
"346","2.380573","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=936, FN=0, Flags=.p....F.C"
