"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"6","0.050275","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-101 dBm","63 dB","144.444","QoS Data, SN=2485, FN=0, Flags=.p....F.C"
"14","0.153552","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-101 dBm","63 dB","144.444","QoS Data, SN=2486, FN=0, Flags=.p....F.C"
"22","0.256679","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2487, FN=0, Flags=.p....F.C"
"32","0.357776","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-101 dBm","64 dB","144.444","QoS Data, SN=2488, FN=0, Flags=.p....F.C"
"41","0.461887","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-101 dBm","61 dB","144.444","QoS Data, SN=2489, FN=0, Flags=.p....F.C"
"55","0.564561","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-101 dBm","61 dB","144.444","QoS Data, SN=2490, FN=0, Flags=.p....F.C"
"66","0.669012","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-101 dBm","64 dB","144.444","QoS Data, SN=2491, FN=0, Flags=.p....F.C"
"76","0.769706","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2492, FN=0, Flags=.p....F.C"
"88","0.871981","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2493, FN=0, Flags=.p....F.C"
"105","0.975318","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2494, FN=0, Flags=.p....F.C"
"117","1.077398","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2495, FN=0, Flags=.p....F.C"
"131","1.180514","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2496, FN=0, Flags=.p....F.C"
"149","1.281480","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2497, FN=0, Flags=.p....F.C"
"165","1.384244","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-101 dBm","63 dB","144.444","QoS Data, SN=2498, FN=0, Flags=.p....F.C"
"176","1.484341","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2499, FN=0, Flags=.p....F.C"
"187","1.588240","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2500, FN=0, Flags=.p....F.C"
"198","1.688793","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-101 dBm","63 dB","144.444","QoS Data, SN=2501, FN=0, Flags=.p....F.C"
"213","1.793090","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2502, FN=0, Flags=.p....F.C"
"227","1.901947","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2503, FN=0, Flags=.p....F.C"
"236","1.996114","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-101 dBm","63 dB","144.444","QoS Data, SN=2504, FN=0, Flags=.p....F.C"
"248","2.100670","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-101 dBm","64 dB","144.444","QoS Data, SN=2505, FN=0, Flags=.p....F.C"
"263","2.217470","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-101 dBm","64 dB","144.444","QoS Data, SN=2506, FN=0, Flags=.p....F.C"
