"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"8","0.074796","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","130","QoS Data, SN=1254, FN=0, Flags=.p....F.C"
"21","0.207280","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","130","QoS Data, SN=1255, FN=0, Flags=.p....F.C"
"31","0.286813","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","130","QoS Data, SN=1256, FN=0, Flags=.p....F.C"
"42","0.382699","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","130","QoS Data, SN=1257, FN=0, Flags=.p....F.C"
"53","0.505483","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1258, FN=0, Flags=.p....F.C"
"62","0.583655","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1259, FN=0, Flags=.p....F.C"
"73","0.688150","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-84 dBm","46 dB","144.444","QoS Data, SN=1260, FN=0, Flags=.p....F.C"
"84","0.804026","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1261, FN=0, Flags=.p....F.C"
"93","0.894783","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1262, FN=0, Flags=.p....F.C"
"107","1.019427","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=1263, FN=0, Flags=.p....F.C"
"128","1.205753","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=1264, FN=0, Flags=.p....F.C"
"155","1.330815","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1265, FN=0, Flags=.p....F.C"
"181","1.416935","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=1266, FN=0, Flags=.p....F.C"
"191","1.505304","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1267, FN=0, Flags=.p....F.C"
"212","1.628355","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-84 dBm","43 dB","144.444","QoS Data, SN=1268, FN=0, Flags=.p....F.C"
"224","1.718365","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=1269, FN=0, Flags=.p....F.C"
