"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"5","0.031203","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2629, FN=0, Flags=.p....F.C"
"16","0.133291","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-101 dBm","62 dB","144.444","QoS Data, SN=2630, FN=0, Flags=.p....F.C"
"26","0.236683","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-101 dBm","62 dB","144.444","QoS Data, SN=2631, FN=0, Flags=.p....F.C"
"36","0.339806","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-101 dBm","62 dB","144.444","QoS Data, SN=2632, FN=0, Flags=.p....F.C"
"45","0.441024","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2633, FN=0, Flags=.p....F.C"
"65","0.542562","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2634, FN=0, Flags=.p....F.C"
"80","0.646424","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2635, FN=0, Flags=.p....F.C"
"90","0.750063","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2636, FN=0, Flags=.p....F.C"
"100","0.854516","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2637, FN=0, Flags=.p....F.C"
"110","0.959495","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2638, FN=0, Flags=.p....F.C"
"122","1.065748","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2639, FN=0, Flags=.p....F.C"
"136","1.168480","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-101 dBm","69 dB","144.444","QoS Data, SN=2640, FN=0, Flags=.p..R.F.C"
"152","1.271371","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2641, FN=0, Flags=.p....F.C"
"166","1.374747","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2642, FN=0, Flags=.p....F.C"
"186","1.494864","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2643, FN=0, Flags=.p....F.C"
"202","1.592226","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-101 dBm","64 dB","144.444","QoS Data, SN=2644, FN=0, Flags=.p....F.C"
"210","1.684285","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-101 dBm","65 dB","144.444","QoS Data, SN=2645, FN=0, Flags=.p....F.C"
"221","1.787872","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2646, FN=0, Flags=.p....F.C"
"235","1.900090","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2647, FN=0, Flags=.p....F.C"
"243","1.994166","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2648, FN=0, Flags=.p....F.C"
"252","2.092608","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2649, FN=0, Flags=.p....F.C"
"292","2.361694","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-101 dBm","68 dB","144.444","QoS Data, SN=2651, FN=0, Flags=.p....F.C"
"298","2.399442","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2652, FN=0, Flags=.p....F.C"
"308","2.501380","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-101 dBm","68 dB","144.444","QoS Data, SN=2653, FN=0, Flags=.p....F.C"
"318","2.604326","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-101 dBm","69 dB","144.444","QoS Data, SN=2654, FN=0, Flags=.p....F.C"
"330","2.707524","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-101 dBm","68 dB","144.444","QoS Data, SN=2655, FN=0, Flags=.p....F.C"
"340","2.810126","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-101 dBm","68 dB","144.444","QoS Data, SN=2656, FN=0, Flags=.p....F.C"
"350","2.910964","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-101 dBm","68 dB","144.444","QoS Data, SN=2657, FN=0, Flags=.p....F.C"
"367","3.013101","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2658, FN=0, Flags=.p....F.C"
"382","3.130623","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2659, FN=0, Flags=.p....F.C"
"390","3.219047","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2660, FN=0, Flags=.p....F.C"
"399","3.318060","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","86.6667","QoS Data, SN=2661, FN=0, Flags=.p..R.F.C"
"410","3.418542","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2662, FN=0, Flags=.p....F.C"
"418","3.518547","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2663, FN=0, Flags=.p....F.C"
"425","3.622900","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2664, FN=0, Flags=.p....F.C"
"439","3.729996","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-90 dBm","58 dB","144.444","QoS Data, SN=2665, FN=0, Flags=.p....F.C"
"443","3.759766","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","315","-34 dBm","-90 dBm","56 dB","144.444","QoS Data, SN=2666, FN=0, Flags=.p....F.C"
"450","3.826342","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-90 dBm","56 dB","144.444","QoS Data, SN=2667, FN=0, Flags=.p....F.C"
"457","3.929474","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-90 dBm","55 dB","144.444","QoS Data, SN=2668, FN=0, Flags=.p....F.C"
"465","4.033007","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-90 dBm","57 dB","144.444","QoS Data, SN=2669, FN=0, Flags=.p....F.C"
"476","4.135031","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-90 dBm","55 dB","86.6667","QoS Data, SN=2670, FN=0, Flags=.p..R.F.C"
"504","4.257931","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-90 dBm","56 dB","144.444","QoS Data, SN=2671, FN=0, Flags=.p....F.C"
"523","4.349995","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-90 dBm","56 dB","144.444","QoS Data, SN=2672, FN=0, Flags=.p....F.C"
"548","4.440535","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-90 dBm","56 dB","86.6667","QoS Data, SN=2673, FN=0, Flags=.p..R.F.C"
"575","4.544367","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-90 dBm","57 dB","144.444","QoS Data, SN=2674, FN=0, Flags=.p....F.C"
"585","4.647625","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-90 dBm","56 dB","144.444","QoS Data, SN=2675, FN=0, Flags=.p..R.F.C"
"594","4.749583","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-90 dBm","56 dB","144.444","QoS Data, SN=2676, FN=0, Flags=.p....F.C"
