"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"4","0.000142","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1573, FN=0, Flags=.p....F.C"
"8","0.055308","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","712","-38 dBm","-87 dBm","49 dB","144.444","QoS Data, SN=1574, FN=0, Flags=.p....F.C"
"17","0.096489","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1575, FN=0, Flags=.p....F.C"
"28","0.226252","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1576, FN=0, Flags=.p....F.C"
"56","0.307465","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","57.7778","QoS Data, SN=1577, FN=0, Flags=.p....F.C"
"63","0.409186","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1578, FN=0, Flags=.p....F.C"
"76","0.533467","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1579, FN=0, Flags=.p....F.C"
"85","0.615582","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1580, FN=0, Flags=.p....F.C"
"95","0.720182","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-87 dBm","49 dB","144.444","QoS Data, SN=1581, FN=0, Flags=.p....F.C"
"105","0.848124","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1582, FN=0, Flags=.p....F.C"
"114","0.926195","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1583, FN=0, Flags=.p....F.C"
"124","1.030832","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","130","QoS Data, SN=1584, FN=0, Flags=.p....F.C"
"138","1.149878","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","130","QoS Data, SN=1585, FN=0, Flags=.p....F.C"
"145","1.236637","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-87 dBm","52 dB","130","QoS Data, SN=1586, FN=0, Flags=.p....F.C"
"154","1.337376","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","130","QoS Data, SN=1587, FN=0, Flags=.p....F.C"
"163","1.454908","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-87 dBm","53 dB","130","QoS Data, SN=1588, FN=0, Flags=.p....F.C"
"183","1.542638","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-87 dBm","55 dB","130","QoS Data, SN=1589, FN=0, Flags=.p....F.C"
"206","1.645833","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-87 dBm","54 dB","130","QoS Data, SN=1590, FN=0, Flags=.p....F.C"
"218","1.748184","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-87 dBm","54 dB","130","QoS Data, SN=1591, FN=0, Flags=.p....F.C"
"229","1.848510","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-87 dBm","55 dB","130","QoS Data, SN=1592, FN=0, Flags=.p....F.C"
"239","1.958327","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-87 dBm","54 dB","130","QoS Data, SN=1593, FN=0, Flags=.p....F.C"
"252","2.054149","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1594, FN=0, Flags=.p....F.C"
"262","2.159565","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1595, FN=0, Flags=.p....F.C"
"275","2.266273","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1596, FN=0, Flags=.p....F.C"
"284","2.369720","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1597, FN=0, Flags=.p....F.C"
"297","2.478605","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1598, FN=0, Flags=.p....F.C"
"316","2.570639","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1599, FN=0, Flags=.p....F.C"
"327","2.675762","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1600, FN=0, Flags=.p....F.C"
"343","2.777183","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1601, FN=0, Flags=.p....F.C"
"354","2.882912","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1602, FN=0, Flags=.p....F.C"
"376","3.020279","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1603, FN=0, Flags=.p....F.C"
"395","3.085769","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1604, FN=0, Flags=.p....F.C"
"415","3.187748","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1605, FN=0, Flags=.p....F.C"
"430","3.313885","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1606, FN=0, Flags=.p....F.C"
"458","3.413768","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1607, FN=0, Flags=.p....F.C"
"482","3.496785","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1608, FN=0, Flags=.p....F.C"
"503","3.601261","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1609, FN=0, Flags=.p....F.C"
"517","3.703678","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1610, FN=0, Flags=.p....F.C"
