"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"4","0.003884","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-89 dBm","51 dB","144.444","QoS Data, SN=1932, FN=0, Flags=.p....F.C"
"19","0.097892","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-89 dBm","49 dB","144.444","QoS Data, SN=1933, FN=0, Flags=.p....F.C"
"39","0.219898","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-89 dBm","53 dB","144.444","QoS Data, SN=1934, FN=0, Flags=.p....F.C"
"55","0.303861","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-89 dBm","53 dB","86.6667","QoS Data, SN=1935, FN=0, Flags=.p..R.F.C"
"74","0.404195","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1936, FN=0, Flags=.p....F.C"
"87","0.507954","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-89 dBm","52 dB","144.444","QoS Data, SN=1937, FN=0, Flags=.p....F.C"
"103","0.610107","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-89 dBm","52 dB","144.444","QoS Data, SN=1938, FN=0, Flags=.p....F.C"
"116","0.713086","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-89 dBm","50 dB","144.444","QoS Data, SN=1939, FN=0, Flags=.p....F.C"
"131","0.819841","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-89 dBm","52 dB","144.444","QoS Data, SN=1940, FN=0, Flags=.p....F.C"
"145","0.947557","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1941, FN=0, Flags=.p....F.C"
"157","1.020020","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-89 dBm","55 dB","144.444","QoS Data, SN=1942, FN=0, Flags=.p....F.C"
"186","1.123234","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-89 dBm","56 dB","144.444","QoS Data, SN=1943, FN=0, Flags=.p....F.C"
"199","1.250884","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1944, FN=0, Flags=.p....F.C"
"222","1.344428","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1945, FN=0, Flags=.p....F.C"
"248","1.430373","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1946, FN=0, Flags=.p....F.C"
"250","1.437551","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","301","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1947, FN=0, Flags=.p....F.C"
"267","1.553852","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1948, FN=0, Flags=.p....F.C"
"273","1.591882","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","162","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=660, FN=0, Flags=.p....F.C"
"279","1.624018","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1949, FN=0, Flags=.p....F.C"
"282","1.628598","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","164","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1951, FN=0, Flags=.p....F.C"
"288","1.631039","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1952, FN=0, Flags=.p....F.C"
"290","1.635629","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1552","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1953, FN=0, Flags=.p....F.C"
"296","1.640374","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1434","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1955, FN=0, Flags=.p....F.C"
"304","1.641854","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1027","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1960, FN=0, Flags=.p....F.C"
"322","1.732720","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1961, FN=0, Flags=.p....F.C"
"337","1.850784","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1962, FN=0, Flags=.p....F.C"
"345","1.886730","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1963, FN=0, Flags=.p....F.C"
"347","1.892185","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","205","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1964, FN=0, Flags=.p....F.C"
"356","1.923867","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1965, FN=0, Flags=.p....F.C"
"360","1.937732","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1966, FN=0, Flags=.p....F.C"
"371","2.042511","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1967, FN=0, Flags=.p....F.C"
"380","2.106993","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1183","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1968, FN=0, Flags=.p....F.C"
"391","2.149401","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1969, FN=0, Flags=.p....F.C"
"394","2.152522","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1970, FN=0, Flags=.p....F.C"
"406","2.245754","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1971, FN=0, Flags=.p....F.C"
"414","2.309186","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1536","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1972, FN=0, Flags=.p....F.C"
"425","2.345772","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1973, FN=0, Flags=.p....F.C"
"429","2.349080","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-89 dBm","58 dB","144.444","QoS Data, SN=1974, FN=0, Flags=.p....F.C"
"431","2.350567","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-32 dBm","-89 dBm","57 dB","144.444","QoS Data, SN=1975, FN=0, Flags=.p....F.C"
