"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"14","0.044781","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-92 dBm","51 dB","144.444","QoS Data, SN=2493, FN=0, Flags=.p....F.C"
"27","0.145675","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-92 dBm","50 dB","144.444","QoS Data, SN=2494, FN=0, Flags=.p....F.C"
"38","0.250544","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","144.444","QoS Data, SN=2495, FN=0, Flags=.p....F.C"
"60","0.354762","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-92 dBm","54 dB","144.444","QoS Data, SN=2496, FN=0, Flags=.p....F.C"
"73","0.455302","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","144.444","QoS Data, SN=2497, FN=0, Flags=.p....F.C"
"92","0.565309","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-92 dBm","57 dB","144.444","QoS Data, SN=2498, FN=0, Flags=.p....F.C"
"121","0.667097","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","144.444","QoS Data, SN=2499, FN=0, Flags=.p....F.C"
"135","0.764205","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-92 dBm","52 dB","144.444","QoS Data, SN=2500, FN=0, Flags=.p....F.C"
"147","0.866137","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-92 dBm","53 dB","144.444","QoS Data, SN=2501, FN=0, Flags=.p....F.C"
"161","0.974857","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-92 dBm","51 dB","144.444","QoS Data, SN=2502, FN=0, Flags=.p....F.C"
"170","1.053374","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-39 dBm","-92 dBm","53 dB","144.444","QoS Data, SN=2503, FN=0, Flags=.p....F.C"
"180","1.076680","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-92 dBm","52 dB","144.444","QoS Data, SN=2504, FN=0, Flags=.p....F.C"
"196","1.182613","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-92 dBm","50 dB","144.444","QoS Data, SN=2505, FN=0, Flags=.p....F.C"
"235","1.378864","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","182","-41 dBm","-92 dBm","51 dB","144.444","QoS Data, SN=2507, FN=0, Flags=.p....F.C"
"240","1.390288","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-92 dBm","52 dB","144.444","QoS Data, SN=2508, FN=0, Flags=.p....F.C"
"260","1.477554","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-92 dBm","51 dB","144.444","QoS Data, SN=2509, FN=0, Flags=.p....F.C"
