"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"57","0.028291","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-87 dBm","46 dB","144.444","QoS Data, SN=1948, FN=0, Flags=.p....F.C"
"220","0.150500","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1949, FN=0, Flags=.p....F.C"
"230","0.234156","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-87 dBm","49 dB","144.444","QoS Data, SN=1950, FN=0, Flags=.p....F.C"
"351","0.340080","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1951, FN=0, Flags=.p....F.C"
"573","0.447007","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-87 dBm","50 dB","144.444","QoS Data, SN=1952, FN=0, Flags=.p....F.C"
"705","0.549778","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1953, FN=0, Flags=.p....F.C"
"950","0.761193","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-87 dBm","46 dB","144.444","QoS Data, SN=1954, FN=0, Flags=.p....F.C"
"953","0.764590","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-87 dBm","46 dB","144.444","QoS Data, SN=1954, FN=0, Flags=.p..R.F.C"
"986","0.848423","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1955, FN=0, Flags=.p....F.C"
"1166","0.948722","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-87 dBm","45 dB","144.444","QoS Data, SN=1956, FN=0, Flags=.p....F.C"
"1217","1.057037","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-87 dBm","46 dB","144.444","QoS Data, SN=1957, FN=0, Flags=.p....F.C"
"1247","1.156695","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-87 dBm","47 dB","144.444","QoS Data, SN=1958, FN=0, Flags=.p..R.F.C"
"1264","1.261149","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-87 dBm","46 dB","144.444","QoS Data, SN=1959, FN=0, Flags=.p....F.C"
"1280","1.370322","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-43 dBm","-87 dBm","44 dB","144.444","QoS Data, SN=1960, FN=0, Flags=.p....F.C"
"1295","1.467427","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1961, FN=0, Flags=.p....F.C"
"1314","1.570215","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-87 dBm","49 dB","144.444","QoS Data, SN=1962, FN=0, Flags=.p....F.C"
"1334","1.672630","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1963, FN=0, Flags=.p....F.C"
"1348","1.773986","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-87 dBm","47 dB","144.444","QoS Data, SN=1964, FN=0, Flags=.p....F.C"
"1362","1.874125","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-87 dBm","47 dB","144.444","QoS Data, SN=1965, FN=0, Flags=.p....F.C"
"1374","1.979503","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1966, FN=0, Flags=.p....F.C"
"1390","2.099504","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-87 dBm","47 dB","144.444","QoS Data, SN=1967, FN=0, Flags=.p....F.C"
"1406","2.182763","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-87 dBm","47 dB","144.444","QoS Data, SN=1968, FN=0, Flags=.p....F.C"
"1430","2.284097","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-87 dBm","51 dB","144.444","QoS Data, SN=1969, FN=0, Flags=.p....F.C"
"1448","2.389205","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-87 dBm","47 dB","144.444","QoS Data, SN=1970, FN=0, Flags=.p....F.C"
"1525","2.490092","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-87 dBm","48 dB","144.444","QoS Data, SN=1971, FN=0, Flags=.p....F.C"
