"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"3","0.000139","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-40 dBm","-81 dBm","41 dB","144.444","QoS Data, SN=3196, FN=0, Flags=.p....F.C"
"6","0.002871","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","142","-39 dBm","-81 dBm","42 dB","144.444","QoS Data, SN=3198, FN=0, Flags=.p....F.C"
"24","0.064250","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-81 dBm","42 dB","144.444","QoS Data, SN=3199, FN=0, Flags=.p....F.C"
"51","0.157537","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-81 dBm","41 dB","144.444","QoS Data, SN=3200, FN=0, Flags=.p....F.C"
"81","0.306272","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-81 dBm","41 dB","144.444","QoS Data, SN=3201, FN=0, Flags=.p....F.C"
"97","0.362185","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-81 dBm","43 dB","144.444","QoS Data, SN=3202, FN=0, Flags=.p....F.C"
"116","0.467232","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3203, FN=0, Flags=.p....F.C"
"118","0.467429","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3203, FN=0, Flags=.p..R.F.C"
"131","0.572045","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-81 dBm","48 dB","144.444","QoS Data, SN=3204, FN=0, Flags=.p....F.C"
"154","0.676178","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3205, FN=0, Flags=.p....F.C"
"182","0.776972","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3206, FN=0, Flags=.p....F.C"
"208","0.896464","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-81 dBm","49 dB","144.444","QoS Data, SN=3207, FN=0, Flags=.p....F.C"
"216","0.926684","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","86.6667","QoS Data, SN=3207, FN=0, Flags=.p..R.F.C"
"230","0.982267","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3208, FN=0, Flags=.p....F.C"
"245","1.081735","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3209, FN=0, Flags=.p....F.C"
"258","1.186571","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3210, FN=0, Flags=.p....F.C"
"269","1.288575","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3211, FN=0, Flags=.p....F.C"
"285","1.389386","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3212, FN=0, Flags=.p....F.C"
"300","1.491912","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3213, FN=0, Flags=.p....F.C"
"314","1.594123","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3214, FN=0, Flags=.p....F.C"
"334","1.693519","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-81 dBm","49 dB","144.444","QoS Data, SN=3215, FN=0, Flags=.p....F.C"
"339","1.736730","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=844, FN=0, Flags=.p....F.C"
"342","1.741018","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=846, FN=0, Flags=.p....F.C"
"352","1.801079","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3216, FN=0, Flags=.p....F.C"
"361","1.858181","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","164","-34 dBm","-81 dBm","47 dB","144.444","QoS Data, SN=849, FN=0, Flags=.p....F.C"
"370","1.861180","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","164","-34 dBm","-81 dBm","47 dB","144.444","QoS Data, SN=855, FN=0, Flags=.p....F.C"
"376","1.867551","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","1552","-34 dBm","-81 dBm","47 dB","144.444","QoS Data, SN=856, FN=0, Flags=.p....F.C"
"382","1.868491","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","193","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=859, FN=0, Flags=.p....F.C"
"400","1.911755","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=860, FN=0, Flags=.p....F.C"
"402","1.913619","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3217, FN=0, Flags=.p....F.C"
"413","2.006820","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3218, FN=0, Flags=.p....F.C"
"425","2.105832","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3219, FN=0, Flags=.p....F.C"
"444","2.211328","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3220, FN=0, Flags=.p....F.C"
"452","2.248348","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=863, FN=0, Flags=.p....F.C"
"478","2.323797","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","57.7778","QoS Data, SN=3221, FN=0, Flags=.p....F.C"
"483","2.363699","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","164","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=866, FN=0, Flags=.p....F.C"
"492","2.365197","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","224","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=872, FN=0, Flags=.p....F.C"
"504","2.395677","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-36 dBm","-81 dBm","45 dB","86.6667","QoS Data, SN=873, FN=0, Flags=.p..R.F.C"
"510","2.411405","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-81 dBm","46 dB","144.444","QoS Data, SN=3222, FN=0, Flags=.p....F.C"
"537","2.545738","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3223, FN=0, Flags=.p....F.C"
"549","2.620133","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3224, FN=0, Flags=.p....F.C"
"570","2.720496","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3225, FN=0, Flags=.p....F.C"
"588","2.849869","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3226, FN=0, Flags=.p....F.C"
"598","2.922810","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-81 dBm","44 dB","144.444","QoS Data, SN=3227, FN=0, Flags=.p....F.C"
"621","3.031061","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3228, FN=0, Flags=.p....F.C"
"646","3.153269","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-81 dBm","45 dB","144.444","QoS Data, SN=3229, FN=0, Flags=.p....F.C"
