"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"6","0.033549","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-86 dBm","50 dB","144.444","QoS Data, SN=2139, FN=0, Flags=.p....F.C"
"14","0.143798","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-86 dBm","50 dB","144.444","QoS Data, SN=2140, FN=0, Flags=.p....F.C"
"25","0.253650","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-86 dBm","52 dB","144.444","QoS Data, SN=2141, FN=0, Flags=.p....F.C"
"40","0.358299","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-86 dBm","53 dB","144.444","QoS Data, SN=2142, FN=0, Flags=.p....F.C"
"61","0.446978","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-86 dBm","54 dB","144.444","QoS Data, SN=2143, FN=0, Flags=.p....F.C"
"82","0.555954","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-86 dBm","55 dB","144.444","QoS Data, SN=2144, FN=0, Flags=.p....F.C"
"96","0.656119","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-86 dBm","51 dB","144.444","QoS Data, SN=2145, FN=0, Flags=.p....F.C"
"112","0.765753","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-33 dBm","-86 dBm","53 dB","144.444","QoS Data, SN=2146, FN=0, Flags=.p..R.F.C"
"121","0.863688","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-30 dBm","-86 dBm","56 dB","144.444","QoS Data, SN=2147, FN=0, Flags=.p....F.C"
"131","0.965988","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-86 dBm","49 dB","130","QoS Data, SN=2148, FN=0, Flags=.p....F.C"
"164","1.103024","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-38 dBm","-86 dBm","48 dB","130","QoS Data, SN=2149, FN=0, Flags=.p....F.C"
"181","1.175441","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-86 dBm","50 dB","130","QoS Data, SN=2150, FN=0, Flags=.p....F.C"
"208","1.282853","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-86 dBm","52 dB","130","QoS Data, SN=2151, FN=0, Flags=.p....F.C"
"225","1.380190","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-86 dBm","52 dB","130","QoS Data, SN=2152, FN=0, Flags=.p....F.C"
"228","1.433918","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","175","-32 dBm","-86 dBm","54 dB","130","QoS Data, SN=2153, FN=0, Flags=.p....F.C"
"234","1.482866","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-32 dBm","-86 dBm","54 dB","130","QoS Data, SN=2154, FN=0, Flags=.p....F.C"
"248","1.687273","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-86 dBm","52 dB","130","QoS Data, SN=2155, FN=0, Flags=.p....F.C"
"260","1.917488","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","130","QoS Data, SN=2156, FN=0, Flags=.p....F.C"
"272","2.015208","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","130","QoS Data, SN=2157, FN=0, Flags=.p....F.C"
"284","2.098717","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2158, FN=0, Flags=.p....F.C"
"293","2.199914","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2159, FN=0, Flags=.p....F.C"
"307","2.302261","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2160, FN=0, Flags=.p....F.C"
"331","2.397535","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2161, FN=0, Flags=.p....F.C"
"345","2.499879","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2162, FN=0, Flags=.p....F.C"
"357","2.601641","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2163, FN=0, Flags=.p....F.C"
"367","2.703930","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2164, FN=0, Flags=.p....F.C"
"374","2.808694","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2165, FN=0, Flags=.p....F.C"
"405","2.910634","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2166, FN=0, Flags=.p....F.C"
"417","3.008441","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-35 dBm","-101 dBm","66 dB","144.444","QoS Data, SN=2167, FN=0, Flags=.p....F.C"
"426","3.113152","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-31 dBm","-101 dBm","70 dB","144.444","QoS Data, SN=2168, FN=0, Flags=.p....F.C"
"433","3.200745","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","142","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2171, FN=0, Flags=.p....F.C"
"443","3.213414","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2172, FN=0, Flags=.p....F.C"
"446","3.226895","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","142","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2173, FN=0, Flags=.p....F.C"
"450","3.236411","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","154","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2175, FN=0, Flags=.p....F.C"
"458","3.318468","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2176, FN=0, Flags=.p....F.C"
"466","3.420690","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2177, FN=0, Flags=.p....F.C"
"472","3.531864","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2178, FN=0, Flags=.p....F.C"
"478","3.633218","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2179, FN=0, Flags=.p....F.C"
"486","3.739937","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2180, FN=0, Flags=.p....F.C"
"492","3.839633","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2181, FN=0, Flags=.p....F.C"
"499","3.949773","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2182, FN=0, Flags=.p....F.C"
"507","4.043921","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2183, FN=0, Flags=.p....F.C"
"517","4.147476","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-34 dBm","-101 dBm","67 dB","144.444","QoS Data, SN=2184, FN=0, Flags=.p....F.C"
"528","4.248780","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","130","-33 dBm","-101 dBm","68 dB","144.444","QoS Data, SN=2185, FN=0, Flags=.p....F.C"
