"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Data rate","Info"
"11","0.067754","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-44 dBm","-93 dBm","49 dB","144.444","QoS Data, SN=3375, FN=0, Flags=.p....F.C"
"32","0.172614","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-44 dBm","-93 dBm","49 dB","144.444","QoS Data, SN=3376, FN=0, Flags=.p....F.C"
"47","0.271840","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-45 dBm","-93 dBm","48 dB","144.444","QoS Data, SN=3377, FN=0, Flags=.p....F.C"
"69","0.402899","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-45 dBm","-93 dBm","48 dB","144.444","QoS Data, SN=3378, FN=0, Flags=.p....F.C"
"84","0.475006","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-44 dBm","-84 dBm","40 dB","144.444","QoS Data, SN=3379, FN=0, Flags=.p....F.C"
"99","0.578492","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-45 dBm","-84 dBm","39 dB","144.444","QoS Data, SN=3380, FN=0, Flags=.p....F.C"
"118","0.680641","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-45 dBm","-84 dBm","39 dB","144.444","QoS Data, SN=3381, FN=0, Flags=.p....F.C"
"130","0.782159","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-44 dBm","-84 dBm","40 dB","144.444","QoS Data, SN=3382, FN=0, Flags=.p....F.C"
"148","0.889641","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-43 dBm","-84 dBm","41 dB","144.444","QoS Data, SN=3383, FN=0, Flags=.p....F.C"
"150","0.893407","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-43 dBm","-84 dBm","41 dB","144.444","QoS Data, SN=3383, FN=0, Flags=.p..R.F.C"
"165","0.992333","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-84 dBm","43 dB","144.444","QoS Data, SN=3384, FN=0, Flags=.p....F.C"
"193","1.099710","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3385, FN=0, Flags=.p....F.C"
"210","1.192581","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-84 dBm","42 dB","144.444","QoS Data, SN=3386, FN=0, Flags=.p....F.C"
"226","1.294285","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-42 dBm","-84 dBm","42 dB","144.444","QoS Data, SN=3387, FN=0, Flags=.p....F.C"
"239","1.398581","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-37 dBm","-84 dBm","47 dB","144.444","QoS Data, SN=3388, FN=0, Flags=.p....F.C"
"256","1.506884","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=3389, FN=0, Flags=.p..R.F.C"
"273","1.601455","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-39 dBm","-84 dBm","45 dB","144.444","QoS Data, SN=3390, FN=0, Flags=.p....F.C"
"291","1.738055","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-84 dBm","43 dB","144.444","QoS Data, SN=3391, FN=0, Flags=.p....F.C"
"306","1.805990","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-84 dBm","43 dB","144.444","QoS Data, SN=3392, FN=0, Flags=.p....F.C"
"319","1.908691","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-84 dBm","43 dB","144.444","QoS Data, SN=3393, FN=0, Flags=.p....F.C"
"336","2.036638","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-41 dBm","-84 dBm","43 dB","144.444","QoS Data, SN=3394, FN=0, Flags=.p....F.C"
"346","2.113843","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3395, FN=0, Flags=.p....F.C"
"362","2.215846","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-84 dBm","48 dB","144.444","QoS Data, SN=3396, FN=0, Flags=.p....F.C"
"382","2.321715","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3397, FN=0, Flags=.p....F.C"
"399","2.420639","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3398, FN=0, Flags=.p....F.C"
"415","2.530112","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-36 dBm","-84 dBm","48 dB","144.444","QoS Data, SN=3399, FN=0, Flags=.p....F.C"
"432","2.640488","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3400, FN=0, Flags=.p....F.C"
"446","2.727153","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3401, FN=0, Flags=.p..R.F.C"
"466","2.834628","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3402, FN=0, Flags=.p....F.C"
"489","2.938083","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3403, FN=0, Flags=.p....F.C"
"516","3.044921","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3404, FN=0, Flags=.p....F.C"
"543","3.151367","2a:c7:09:5b:d9:64","Apple_08:a2:51","802.11","186","-40 dBm","-84 dBm","44 dB","144.444","QoS Data, SN=3405, FN=0, Flags=.p....F.C"
